id_trial,idphrase
NCT01670448,The Pectoral Nerve Block (PECBLOCK) for the Treatment of Pain After Breast Cancer Surgery.
NCT00795652,"Evidence-based, Distance Treatment for Postpartum Depression, Mom: Managing Our Mood, Part of The Family Help Program"
NCT05755438,"A Phase 3, Double-Blind, Randomized, Vehicle-Controlled, Efficacy and Safety Study of Ruxolitinib Cream in Participants With Prurigo Nodularis"
NCT01362855,"Advance Care Planning Evaluation in Hospitalized Elderly Patients: A Multicenter, Prospective Study"
NCT02292706,A Registry for Subjects With Cirrhosis Who Achieve a Sustained Virologic Response Following Treatment With a Sofosbuvir-Based Regimen Without Interferon for Chronic Hepatitis C Infection
NCT05543720,"Nurse-led Integrated Care of Complex Patients Facilitated By Telemonitoring: The Safe, Managed, and Responsive Transitions (SMaRT) Study"
NCT02715804,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study of PEGylated Recombinant Human Hyaluronidase (PEGPH20) in Combination With Nab-Paclitaxel Plus Gemcitabine Compared With Placebo Plus Nab-Paclitaxel and Gemcitabine in Subjects With Hyaluronan-High Stage IV Previously Untreated Pancreatic Ductal Adenocarcinoma"
NCT02247648,"Efficacy of Extended-release, Once Daily Tramadol for Post Operative in Ambulatory Shoulder Arthroscopy"
NCT05571137,"A Multinational, Non-Interventional, Retrospective Study on CMV Infection Outcomes, Treatment Patterns and Healthcare Utilization Study (OTUS) Among Hematopoietic Stem Cell Transplant (HSCT) Recipients in Europe and Canada (OTUS HSCT Extension in the EUCAN Countries: Austria, Belgium, Canada, Greece, Israel, Netherlands, Poland and Serbia)"
NCT00265525,Evaluation of a Web-Based Intervention to Promote Physical Activity in Patients With Heart Disease: A Randomize Control Trial
NCT02497469,"A Randomized, Double-Blind, Double-Dummy, Multicenter, Active-Controlled Study to Evaluate the Efficacy and Safety of Vedolizumab IV Compared to Adalimumab SC in Subjects With Ulcerative Colitis"
NCT02922751,Childhood Liver Disease Research Network (ChiLDReN): FibroScan™ in Pediatric Cholestatic Liver Disease (FORCE) Study Protocol
NCT03313674,Seasonal Affective Disorder: Exploratory Investigation of Seasonal Variations in Brain Structure and Connectivity as a Predictor for Depressive Severity
NCT01713946,"A Three-arm, Randomized, Double-blind, Placebo-controlled Study of the Efficacy and Safety of Two Trough-ranges of Everolimus as Adjunctive Therapy in Patients With Tuberous Sclerosis Complex (TSC) Who Have Refractory Partial-onset Seizures"
NCT04793958,A Randomized Phase 3 Study of MRTX849 in Combination With Cetuximab Versus Chemotherapy in Patients With Advanced Colorectal Cancer With KRAS G12C Mutation With Disease Progression On or After Standard First-Line Therapy
NCT05514080,A Pilot Study to Evaluate Eli Lilly's Insulin Dosing Algorithm to Control Glycemia in Insulin-treated Adults With Type 2 Diabetes
NCT05797168,"FONTANA: A Modular Phase I/IIa, Open-label, Multi-center Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of Ascending Doses of AZD5335 Monotherapy and in Combination With Anti-cancer Agents in Participants With Solid Tumors."
NCT00451321,TRX4 Therapeutic Evaluation of Different Multi-Dose Regimens in Type 1 Diabetes Mellitus (TTEDD)
NCT02167997,EffectiveNess and SAfety of Small ANeurysm COiling Trial
NCT04221165,Opioid Therapy vs Multimodal Analgesia in Head and Neck Cancer: A Randomized Clinical Trial
NCT06194864,"A Phase 1, Sequential Drug Interaction Study to Evaluate the Effect of CYP3A4 and P-glycoprotein Inhibition by Itraconazole or Induction by Rifampicin on the Pharmacokinetics of Ecopipam and Its Metabolites in Healthy Subjects"
NCT03911427,Impact of Oat Product on LDL Cholesterol in Healthy Men and Women With Elevated LDL-cholesterol
NCT01128023,Rubidium-82 - An Alternative Radiopharmaceutical for Myocardial Imaging(Rb-ARMI)
NCT04513847,PsoVac: A Psoriatic Patient-based Survey on the Understanding of the Use of Vaccines While on Biologics During the Covid-19 Pandemic
NCT05290857,Post-Bleed Management of Antithrombotic Therapy After Gastrointestinal Bleeding: Pilot Study and Registry (PANTHER-GI)
NCT02965378,A Phase II Study of AZD4547 for Previously Treated FGFR-Positive Patients With Stage IV Squamous Cell Lung Cancer (Lung-Map Sub-Study)
NCT02042274,Omega-3 Fatty Acids and Genes Interact to Influence Cardiometabolic Health.
NCT04353154,"Development and Evaluation of Applying a Point-of-Care COVID-19 Test Strategy to Triage Patients Presenting With Acute Coronary Syndromes, Respiratory or Hemodynamic Instability and Out of Hospital Cardiac Arrests"
NCT05484037,"Evaluating a Tele-asthma Self-management Intervention, Canadian Asthma Text Messaging Study (CANATEXTS), Among Adults With Asthma"
NCT03139682,Microvascular Injury and Blood-brain Barrier Dysfunction as Novel Biomarkers and Targets for Treatment in Traumatic Brain Injury
NCT02192554,"A 2-Month, Observational, Rollover Trial to Evaluate the Safety of Subjects With Agitation Associated With Dementia of the Alzheimer's Type Who Were Previously Treated With Brexpiprazole (OPC 34712) or Placebo in a Phase 3, Double-blind Trial"
NCT01438515,"Randomized Controlled Trial of Chlorhexidine Gluconate, Intranasal Mupirocin, Rifampin and Doxycycline Versus Chlorhexidine Gluconate and Intranasal Mupirocin Alone for the Eradication of Methicillin-resistant Staphylococcus Aureus Among an Ambulatory Patient Population"
NCT03319485,A Pivotal Clinical Trial of the Management of the Medically-Refractory Dyskinesia Symptoms or Motor Fluctuations of Advanced Idiopathic Parkinson's Disease With Unilateral Lesioning of the Globus Pallidum Using the ExAblate Neuro System
NCT05167344,Evaluation of the Healthy Relationships Program-Enhanced (HRP-E) for Vulnerable Youth
NCT04830566,"Effects of a Myofascial Technique on Biomechanical Properties of the Lumbar Paraspinal Muscle and Thoracolumbar Fascia in Chronic Low Back Pain Adults Assessed by Elastography, Ultrasonography and Myometry"
NCT02038036,"Randomized, Open Label, Multicenter Phase IIIb Study Evaluating the Efficacy and Safety of Ruxolitinib Versus Best Available Therapy in Patients With Polycythemia Vera Who Are Hydroxyurea Resistant or Intolerant"
NCT02851966,Use of Semen TEX101 to Improve Sperm Retrieval Rates for Men With Non-obstructive Azoospermia
NCT00139841,A Multi-Center Phase III Study to Investigate the Safety and Efficacy of Treanda™ (Bendamustine HCl) in Patients With Indolent Non-Hodgkin's Lymphoma (NHL) Who Are Refractory to Rituximab
NCT00810836,"A Phase 2a, Randomised, Double-Blind, Placebo-Controlled, Multicentre Study to Evaluate the Efficacy, Safety and Tolerability of BG00012 When Given With Methotrexate to Subjects With Active RA Who Have Had an Inadequate Response to Conventional Disease-Modifying Anti-rheumatic Drug Therapy"
NCT03636295,Low INR to Minimize Bleeding With Mechanical Valves Trial
NCT04084678,"A Phase 3, Randomized, Double-blind, Placebo-controlled Study of Ralinepag to Evaluate Safety and Effects on Exercise Capacity Assessed by CPET in Subjects With WHO Group 1 Pulmonary Hypertension Who Recently Initiated Therapy"
NCT04628494,"A Randomized, Open-Label, Phase 3 Trial of Epcoritamab vs Investigator's Choice Chemotherapy in Relapsed/Refractory Diffuse Large B-cell Lymphoma (R/R DLBCL)"
NCT04602260,Functional Recovery of Older Hospitalised Patients With COVID-19: a Prospective and Retrospective Cohort Study Extension to the Coronavirus Registry (COREG)
NCT02092961,"A Phase IIB, Multi-Centre, Randomised, Double-Blind, Placebo-Controlled, Parallel Group Study of the Efficacy and Safety of Fostamatinib Disodium Monotherapy Compared With Placebo or Adalimumab Monotherapy in Patients With Active Rheumatoid Arthritis: Magnetic Resonance Imaging Sub-Study"
NCT01068665,A Trial Comparing Efficacy and Safety of NN1250 and Insulin Glargine in Subjects With Type 2 Diabetes (BEGIN™: LOW VOLUME)
NCT03537651,"A Phase 3, Open-label, Rollover Study to Evaluate the Safety and Efficacy of Long-term Treatment With Tezacaftor in Combination With Ivacaftor in Subjects With Cystic Fibrosis Aged 6 Years and Older, Homozygous or Heterozygous for the F508del-CFTR Mutation"
NCT03679507,The Effect of Low Intensity Ultrasound Therapy on Chronic Pain Due to Osteoarthritis of the Knee.
NCT00776919,"A Phase 3 Multicenter, Randomized, Double-Blind, Active And Vehicle-Controlled Study Of The Safety And Efficacy Of A Clindamycin / Benzoyl Peroxide Gel Versus Clindamycin Gel Versus Benzoyl Peroxide Gel Versus Vehicle Gel In Subjects With Acne Vulgaris"
NCT02988492,Acute Stroke Thrombectomy: Does CT Perfusion Accurately Predict Infarct on MRI After Recanalization
NCT04530110,"A Multicenter, Open-Label Study Evaluating the Long-Term Safety, Tolerability, and Efficacy of Monthly Subcutaneous Administration of Fremanezumab for the Preventive Treatment of Episodic and Chronic Migraine in Pediatric Patients 6 to 17 Years of Age"
NCT01913522,Cryoballoon vs. Irrigated Radiofrequency Catheter Ablation: The Effect of Double Short vs. Standard Exposure Cryoablation Duration During Pulmonary Vein Isolation.
NCT01504308,Philips Pivotal Clinical Trial for MRI-guided High Intensity Focused Ultrasound Ablation of Uterine Fibroids
NCT03607487,"A Phase 2, Dose-Escalation, Placebo-Controlled Study of the Safety of INCB054707 in Participants With Hidradenitis Suppurativa"
NCT04907279,"A Canadian Non-interventional Study of Aripiprazole Once-Monthly (AOM) Administration in Hospitalized Patients With Schizophrenia, Schizoaffective Disorder and Bipolar I Disorder"
NCT00354744,"Intensive Multi-Agent Therapy, Including Dose-Compressed Cycles of Ifosfamide/Etoposide (IE) and Vincristine/Doxorubicin/Cyclophosphamide (VDC) for Patients With High-Risk Rhabdomyosarcoma"
NCT05547620,Modulating Dysfunctional Cerebellar Activity With Low-intensity Focused Ultrasound Stimulation for Primary Orthostatic Tremor
NCT04510324,"Plant-Based Meat vs Animal ""Red"" Meat: a Randomized Cross-over Trial"
NCT04308044,Clinical Assessment of Pain Processes in Pediatric Patients With Chronic Musculoskeletal Pain
NCT02555852,Proton Pump Inhibitors and the Risk of Hospitalization for Community-acquired Pneumonia: Replicated Cohort Studies With Meta-analysis
NCT01201824,Thoracoscopic Localization of Pulmonary Nodules Using Direct Intracavitary Thoracoscopic Ultrasound
NCT01542216,Evaluation of Nutrition and Metabolism in Breast Cancer Patients
NCT03835611,Evaluating the Use of a Cognitive Game-Based Treadmill Exercise Program to Improve Balance and Gait in People With Parkinson Disease: A Feasibility Randomized Controlled Trial
NCT02054897,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subjects With Type 2 Diabetes
NCT01674062,"An Exploratory Phase II, Single-Arm, Multicenter Study to Evaluate the Efficacy and Safety of the Combination of Pertuzumab and Herceptin (Trastuzumab) in Patients With HER2-Positive Metastatic Breast Cancer"
NCT00848588,A Survey of Factors Associated With the Successful Recognition of Agonal Breathing and Cardiac Arrest by 9-1-1 Call Takers.
NCT00216879,Long-term Treatment of Scalp Psoriasis With Calcipotriol Plus Betamethasone Dipropionate Gel
NCT00182273,Treatment of Benign Paroxysmal Positional Vertigo With the Canalith Repositioning Procedure in Family Practice: A Randomized Controlled Trial
NCT05182632,"Feasibility, Acceptability and Effects of a Tele-rehabilitation Pelvic Floor Muscle Training Group Program for Urinary Incontinence in Older Women"
NCT01341964,Randomized Controlled Trial to Explore Interaction Between Aspirin and Clopidogrel in Stable Patients With Previous Myocardial Infarction or Coronary Artery Stent
NCT02030418,The LEADLESS II IDE Study (Phase I): Safety and Effectiveness Trial for the Nanostim Leadless Pacemaker
NCT03070522,Randomized Controlled Trial of Prednisone in Cystic Fibrosis Pulmonary Exacerbations
NCT01084005,"A Phase III Randomised, Double Blind, Placebo-controlled, Parallel Group, Efficacy and Safety Study of Linagliptin (5 mg) Administered Orally Once Daily Over 24 Weeks in Type 2 Diabetic Patients (Age >= 70 Years) With Insufficient Glycaemic Control( HbA1c >= 7.0) Despite Metformin and/or Sulphonylurea and/or Insulin Therapy"
NCT03449680,The Analgesic Efficacy of the Ultrasound-Guided Femoral Articular Branch Block for Ambulatory Hip Arthroscopy: A Randomized-Controlled Trial
NCT01850524,"A Phase 3, Randomized, Double-Blind, Multicenter Study Comparing Oral MLN9708 Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Patients With Newly Diagnosed Multiple Myeloma"
NCT04096560,"A Randomized, Double-Blind, Placebo-Controlled, Multiple Rising Oral Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of TAK-994 in Patients With Narcolepsy With or Without Cataplexy (Narcolepsy Type 1 or Narcolepsy Type 2)"
NCT02333149,Melatonin in Youth: N-of-1 Trials in a Stimulant-treated Attention Deficit Hyperactivity Disorder (ADHD) Population
NCT00224471,"A Phase III, Double-blind, Randomized, Study to Compare: 1) the Immunogenicity and Safety of 3 Commercial Scale Consistency Lots of GlaxoSmithKline (GSK) Biologicals' Herpes Simplex Candidate Vaccine in Healthy HSV-1 and -2 Seronegative (HSV 1-/2-) Female Subjects Aged 10 - 17 Years, and 2) Vaccine Immunogenicity in Healthy HSV 1-/2- Females Aged 10 - 17 Years With Healthy HSV 1-/2- Adult Females"
NCT01353690,"A Prospective, Multicenter, Feasibility Study of Autologous Muscle-derived Cell (AMDC) Transplantation for Treatment of Advanced Ischemic Heart Failure"
NCT03834662,"A Phase 1 Cohort Dose-Escalation Trial of AVID200, a Transforming Growth Factor β (TGFβ) Inhibitor, in Patients With Advanced or Metastatic Solid Tumor Malignancies"
NCT02536755,Open Label Interventional Multicenter Phase 3b Study to Evaluate Skeletal Response to Eliglustat in Adult Patients Who Successfully Completed the Phase 2 or Phase 3 Studies
NCT02287662,"The Vancouver Multidisciplinary, Multimodality, But Minimalist Clinical Pathway Facilitates Safe Next Day Discharge Home at Low, Medium, and High Volume Transfemoral Transcatheter Aortic Valve Replacement Centres: The 3M TAVR Study"
NCT02707406,"A Multi-center, Randomized, Controlled Study of Non-healing Diabetic Foot Ulcers (DFU) Treated With Standard of Care With or Without Cryopreserved Umbilical Cord Allograft (NEOX®CORD 1K)"
NCT01951638,"A Randomized Parallel-group, Placebo-controlled, Double-blind, Multi-center Dose Finding Phase II Trial Exploring the Pharmacodynamic Effects, Safety and Tolerability, and Pharmacokinetics of Four Dose Regimens of the Oral sGC Stimulator BAY1021189 Over 12 Weeks in Patients With Worsening Heart Failure and Preserved Ejection Fraction (HFpEF)"
NCT02490982,Teriflunomide Observational Effectiveness Study
NCT00097786,"A Multinational, Randomized, Double-blind, Placebo-controlled, Forced-titration, 2 x 2 Factorial Design Study of the Efficacy and Safety of Long-term Administration of Nateglinide and Valsartan in the Prevention of Diabetes and Cardiovascular Outcomes in Subjects With Impaired Glucose Tolerance (IGT)"
